,type
20437.cif,1
31594.cif,1
412725.cif,1
65363.cif,1
615388.cif,1
38261.cif,0
247415.cif,0
416319.cif,0
194899.cif,0
613643.cif,1
417828.cif,1
104544.cif,1
162583.cif,1
608018.cif,1
264389.cif,1
673053.cif,0
173497.cif,0
260797.cif,1
47246.cif,0
646149.cif,1
238076.cif,1
9850.cif,0
416665.cif,1
56243.cif,1
632070.cif,1
98078.cif,1
16188.cif,0
152811.cif,1
195736.cif,1
244459.cif,1
109278.cif,1
602546.cif,1
26772.cif,0
428697.cif,1
98772.cif,0
391153.cif,0
600151.cif,1
69574.cif,0
167632.cif,1
31573.cif,1
78416.cif,0
44353.cif,1
4251.cif,0
4399.cif,1
601555.cif,1
72913.cif,0
12000.cif,1
81059.cif,0
1582.cif,0
188661.cif,0
241447.cif,1
631116.cif,1
672651.cif,1
648879.cif,1
642447.cif,1
613645.cif,1
602482.cif,1
75445.cif,0
80513.cif,1
165136.cif,1
607900.cif,1
23910.cif,1
105709.cif,1
23226.cif,1
249454.cif,0
103349.cif,1
414012.cif,0
656277.cif,0
107207.cif,1
58448.cif,1
58834.cif,1
88841.cif,1
74973.cif,0
641768.cif,1
641080.cif,1
72828.cif,0
263134.cif,1
73010.cif,0
645331.cif,1
108812.cif,1
167343.cif,1
154354.cif,0
401203.cif,0
641136.cif,1
55617.cif,1
424857.cif,1
185291.cif,1
72001.cif,0
109990.cif,0
412071.cif,0
648963.cif,1
264330.cif,0
236263.cif,1
605976.cif,1
56238.cif,1
165205.cif,0
87.cif,0
248945.cif,1
16690.cif,0
184498.cif,1
243986.cif,0
243516.cif,1
34582.cif,0
33888.cif,0
264075.cif,0
36518.cif,0
413448.cif,1
671611.cif,1
189214.cif,1
163521.cif,1
656244.cif,1
264693.cif,0
239928.cif,0
81312.cif,1
28059.cif,0
200892.cif,0
635877.cif,1
28637.cif,1
639611.cif,1
246256.cif,0
676245.cif,1
248252.cif,0
81343.cif,0
95410.cif,0
163057.cif,0
238788.cif,0
85811.cif,1
23180.cif,0
427474.cif,1
960.cif,0
672541.cif,1
674814.cif,0
650353.cif,1
251157.cif,0
56326.cif,1
57507.cif,1
188441.cif,0
281358.cif,0
615554.cif,1
637614.cif,1
24351.cif,1
616991.cif,1
78379.cif,0
619026.cif,1
52922.cif,1
34708.cif,0
237768.cif,0
35490.cif,0
37231.cif,0
85484.cif,0
72411.cif,1
7748.cif,0
78928.cif,0
161368.cif,0
256562.cif,0
65512.cif,0
639328.cif,1
32501.cif,1
420123.cif,0
238638.cif,0
80546.cif,1
648716.cif,1
150404.cif,1
610063.cif,1
646228.cif,1
265165.cif,0
110099.cif,0
645901.cif,1
76679.cif,1
250330.cif,1
412913.cif,1
676313.cif,1
265498.cif,0
416002.cif,0
630581.cif,1
78850.cif,1
66163.cif,0
600943.cif,1
608086.cif,1
610273.cif,1
249997.cif,1
130054.cif,0
237243.cif,0
411152.cif,1
43080.cif,1
640826.cif,1
636404.cif,1
640215.cif,1
43674.cif,1
630230.cif,1
35221.cif,0
77033.cif,1
416491.cif,1
255454.cif,0
76278.cif,0
281393.cif,0
28827.cif,0
254401.cif,0
248936.cif,1
80955.cif,1
107668.cif,1
151306.cif,1
191832.cif,1
93769.cif,0
656909.cif,1
42962.cif,1
16400.cif,0
86451.cif,1
48038.cif,0
264952.cif,0
180365.cif,1
162268.cif,1
167633.cif,1
434553.cif,0
606475.cif,0
6077.cif,1
2740.cif,0
191679.cif,0
10449.cif,0
69848.cif,0
75590.cif,0
622804.cif,1
174264.cif,1
52810.cif,1
58511.cif,1
648035.cif,1
2384.cif,1
183370.cif,1
37141.cif,0
425467.cif,1
103381.cif,1
157044.cif,0
432044.cif,0
79650.cif,0
23713.cif,1
635968.cif,0
81272.cif,0
202642.cif,0
42133.cif,1
244840.cif,0
104410.cif,1
257090.cif,1
604075.cif,1
248942.cif,1
41216.cif,1
429607.cif,0
658172.cif,1
30552.cif,0
34565.cif,0
258269.cif,1
415119.cif,1
79754.cif,0
263980.cif,0
57528.cif,1
196783.cif,1
433594.cif,1
170663.cif,1
39734.cif,0
431039.cif,0
414509.cif,1
2440.cif,1
610593.cif,1
649505.cif,1
10487.cif,1
99793.cif,0
614829.cif,1
92839.cif,1
629439.cif,1
423711.cif,0
421983.cif,0
628012.cif,1
643649.cif,1
247590.cif,1
43016.cif,1
434044.cif,1
657923.cif,1
422028.cif,0
81460.cif,1
629033.cif,1
150633.cif,1
107278.cif,1
411893.cif,1
99665.cif,1
675034.cif,1
412768.cif,0
247425.cif,1
604874.cif,1
370004.cif,1
670788.cif,1
410700.cif,1
85721.cif,0
171665.cif,1
640850.cif,1
82006.cif,0
169676.cif,0
261955.cif,0
79593.cif,0
262913.cif,1
600962.cif,1
105934.cif,1
430538.cif,0
432816.cif,0
674008.cif,0
623202.cif,1
673921.cif,1
89367.cif,1
290818.cif,1
670538.cif,1
262452.cif,0
181158.cif,1
630593.cif,1
419136.cif,1
23911.cif,0
187196.cif,1
670779.cif,1
28552.cif,0
63087.cif,0
62322.cif,0
644286.cif,1
423429.cif,0
170114.cif,1
424917.cif,0
150297.cif,0
422822.cif,0
253639.cif,0
52049.cif,0
253584.cif,0
171233.cif,1
180236.cif,1
672765.cif,1
203064.cif,0
641839.cif,1
260816.cif,1
670219.cif,1
415142.cif,0
59736.cif,0
86034.cif,1
69029.cif,1
262068.cif,1
257770.cif,1
255024.cif,0
88062.cif,1
6162.cif,0
171479.cif,0
245679.cif,1
281350.cif,0
281575.cif,1
58299.cif,1
183310.cif,1
672652.cif,1
650202.cif,1
151682.cif,1
240946.cif,0
629869.cif,1
72942.cif,1
620692.cif,1
98661.cif,1
201978.cif,1
20368.cif,1
261025.cif,1
240959.cif,0
58301.cif,1
8281.cif,1
69097.cif,1
415755.cif,1
415753.cif,0
614758.cif,1
40450.cif,0
632880.cif,1
634599.cif,1
614491.cif,1
65442.cif,0
311.cif,0
676309.cif,1
185558.cif,1
625091.cif,1
154803.cif,1
613281.cif,1
409327.cif,1
238704.cif,1
15119.cif,0
159183.cif,1
633427.cif,1
673824.cif,1
49651.cif,0
90104.cif,0
68557.cif,0
76891.cif,0
281513.cif,0
410873.cif,0
637843.cif,1
263961.cif,0
53295.cif,1
68560.cif,1
63157.cif,0
191795.cif,1
281125.cif,0
19022.cif,1
610021.cif,1
646073.cif,1
180522.cif,0
659596.cif,1
35709.cif,0
30227.cif,0
424033.cif,1
16368.cif,0
409473.cif,0
76235.cif,1
104920.cif,1
23883.cif,0
18180.cif,0
186837.cif,1
618954.cif,1
603852.cif,1
108816.cif,0
62647.cif,1
648697.cif,1
623335.cif,1
621774.cif,1
192259.cif,0
246384.cif,1
56278.cif,1
20876.cif,1
168287.cif,1
630920.cif,0
427490.cif,0
200614.cif,0
1266.cif,0
94412.cif,1
424782.cif,1
86392.cif,1
67610.cif,0
420057.cif,0
265011.cif,0
650945.cif,1
418459.cif,0
3534.cif,0
630890.cif,0
240917.cif,0
262832.cif,1
652274.cif,1
51262.cif,1
624791.cif,1
657628.cif,1
415557.cif,0
290817.cif,1
1834.cif,0
291275.cif,1
50467.cif,0
615375.cif,1
672256.cif,1
616231.cif,1
263962.cif,0
670985.cif,1
91782.cif,0
189437.cif,1
675838.cif,0
613553.cif,1
646178.cif,1
952.cif,0
423631.cif,0
171748.cif,0
54195.cif,1
421426.cif,0
432113.cif,1
170469.cif,0
202971.cif,0
670799.cif,1
244153.cif,1
281231.cif,0
251575.cif,0
636467.cif,1
8048.cif,1
391065.cif,0
42511.cif,1
65761.cif,0
69001.cif,0
647283.cif,1
89640.cif,0
415372.cif,1
188977.cif,0
65300.cif,0
106552.cif,1
58014.cif,1
58598.cif,1
64677.cif,0
615088.cif,1
192630.cif,1
109495.cif,0
86244.cif,1
6298.cif,1
281548.cif,0
251835.cif,1
180045.cif,1
253041.cif,0
164992.cif,1
59999.cif,0
166935.cif,1
93311.cif,1
82155.cif,1
34201.cif,0
430850.cif,0
418452.cif,0
245783.cif,0
673852.cif,1
614831.cif,1
249568.cif,0
627270.cif,1
244209.cif,0
617781.cif,1
200914.cif,0
2885.cif,0
420332.cif,1
48210.cif,0
645686.cif,1
156172.cif,0
65133.cif,0
244816.cif,0
183583.cif,1
29339.cif,0
647247.cif,1
674122.cif,1
88015.cif,0
71859.cif,1
76949.cif,1
605970.cif,1
27441.cif,0
198251.cif,1
63006.cif,0
635233.cif,1
281432.cif,0
43704.cif,1
48213.cif,0
623816.cif,1
281593.cif,0
182779.cif,1
656599.cif,1
638765.cif,1
412102.cif,1
244958.cif,0
86185.cif,1
404139.cif,0
425548.cif,0
623687.cif,1
72741.cif,0
650891.cif,1
107507.cif,1
411216.cif,0
670532.cif,1
27666.cif,1
413721.cif,1
25752.cif,0
431349.cif,1
264020.cif,0
638002.cif,1
191087.cif,1
240198.cif,1
33239.cif,1
16576.cif,0
24975.cif,0
417155.cif,0
167802.cif,1
63101.cif,1
15383.cif,0
623542.cif,1
34069.cif,0
32723.cif,1
103246.cif,1
107447.cif,1
670664.cif,0
16497.cif,1
630037.cif,1
653016.cif,1
33883.cif,0
240671.cif,0
109890.cif,0
39943.cif,1
104775.cif,1
23450.cif,1
92844.cif,0
27883.cif,1
255528.cif,0
616774.cif,1
631575.cif,1
94428.cif,0
637610.cif,1
423175.cif,0
67567.cif,1
25627.cif,1
650375.cif,1
409916.cif,0
154593.cif,1
240097.cif,1
250809.cif,0
56281.cif,1
409721.cif,0
612881.cif,1
63560.cif,1
52438.cif,1
239051.cif,1
98668.cif,0
290755.cif,1
185876.cif,1
421889.cif,0
10398.cif,1
618281.cif,1
416078.cif,0
90383.cif,1
430605.cif,1
20446.cif,1
249664.cif,0
648842.cif,1
72985.cif,0
9843.cif,0
73033.cif,1
23302.cif,0
405772.cif,0
602627.cif,1
69475.cif,0
410947.cif,0
602563.cif,1
248365.cif,1
644390.cif,1
71767.cif,0
83884.cif,1
41942.cif,1
50003.cif,0
43888.cif,1
61098.cif,1
659151.cif,1
603092.cif,1
9091.cif,1
246786.cif,0
600055.cif,1
417735.cif,0
65975.cif,0
673126.cif,0
35512.cif,1
613801.cif,1
51337.cif,0
42918.cif,1
85074.cif,1
670103.cif,1
78836.cif,0
106280.cif,1
429984.cif,1
58655.cif,1
280946.cif,0
86365.cif,1
54307.cif,1
4024.cif,1
82011.cif,0
88010.cif,0
608394.cif,1
651346.cif,1
106114.cif,1
409796.cif,1
236294.cif,0
107941.cif,1
87201.cif,1
83856.cif,1
34869.cif,1
838.cif,0
250869.cif,0
9061.cif,0
417514.cif,1
25031.cif,0
4899.cif,0
155086.cif,0
55250.cif,1
166957.cif,0
170744.cif,0
90588.cif,1
60126.cif,1
623445.cif,1
610776.cif,1
631713.cif,1
184554.cif,0
255948.cif,0
404344.cif,0
248299.cif,0
415323.cif,0
645587.cif,1
427661.cif,0
197624.cif,1
240323.cif,0
251315.cif,0
56572.cif,0
97251.cif,0
52612.cif,1
74057.cif,0
658748.cif,1
606401.cif,1
169538.cif,1
48188.cif,0
30760.cif,1
239623.cif,0
150631.cif,1
623641.cif,1
404343.cif,0
186830.cif,1
240047.cif,1
36295.cif,1
15162.cif,0
427192.cif,0
106357.cif,1
183362.cif,1
17009.cif,1
262785.cif,0
244337.cif,0
262369.cif,0
20882.cif,1
630464.cif,1
24932.cif,0
408972.cif,1
57953.cif,1
636719.cif,1
66761.cif,1
9886.cif,0
649357.cif,1
88173.cif,1
238931.cif,0
614392.cif,1
93544.cif,0
983.cif,1
676205.cif,1
675808.cif,1
2314.cif,0
154111.cif,0
59502.cif,1
646460.cif,1
151413.cif,1
631043.cif,1
73241.cif,0
98554.cif,0
5114.cif,0
69983.cif,0
265364.cif,0
613368.cif,1
280225.cif,0
186722.cif,1
411737.cif,0
59888.cif,0
28379.cif,1
172338.cif,0
423381.cif,0
674203.cif,0
91969.cif,1
400181.cif,0
27724.cif,0
425800.cif,1
79072.cif,0
401483.cif,0
33783.cif,0
426706.cif,1
25338.cif,1
168587.cif,0
415756.cif,1
250678.cif,0
249698.cif,1
201173.cif,0
419068.cif,1
150395.cif,1
254801.cif,0
676281.cif,1
102352.cif,1
420846.cif,1
24618.cif,0
424696.cif,0
426551.cif,0
630878.cif,1
82352.cif,0
639571.cif,1
670820.cif,1
644736.cif,1
58147.cif,1
281159.cif,0
632136.cif,1
105293.cif,1
617926.cif,1
659037.cif,1
426216.cif,0
50243.cif,1
630691.cif,1
185964.cif,1
649872.cif,1
25025.cif,0
648065.cif,1
427122.cif,0
601611.cif,1
69544.cif,0
65503.cif,0
248710.cif,0
425792.cif,1
247353.cif,0
78577.cif,1
424521.cif,1
79704.cif,0
89416.cif,1
621919.cif,1
16064.cif,1
419456.cif,0
391258.cif,0
240991.cif,0
200414.cif,0
391118.cif,0
413436.cif,0
85579.cif,0
60411.cif,0
421302.cif,0
94426.cif,0
105928.cif,1
244357.cif,0
44531.cif,1
671043.cif,1
165180.cif,1
239818.cif,0
90366.cif,1
78007.cif,0
670741.cif,1
433034.cif,0
632768.cif,1
84830.cif,0
641079.cif,1
261150.cif,0
173742.cif,0
618544.cif,1
622802.cif,1
185872.cif,1
73170.cif,0
16128.cif,0
813.cif,0
636939.cif,1
59578.cif,1
54276.cif,1
150525.cif,1
110202.cif,0
72335.cif,0
10182.cif,0
67356.cif,0
1967.cif,0
408321.cif,0
53796.cif,1
80208.cif,1
155920.cif,0
630041.cif,1
73322.cif,1
670961.cif,1
409672.cif,0
260029.cif,1
623254.cif,1
22408.cif,1
84617.cif,0
417000.cif,1
613265.cif,1
623581.cif,1
59932.cif,0
411335.cif,0
670816.cif,1
62968.cif,0
26365.cif,1
627883.cif,1
10297.cif,1
81210.cif,1
618101.cif,1
622646.cif,1
54344.cif,1
424636.cif,1
151255.cif,1
258724.cif,1
80770.cif,0
15286.cif,1
201217.cif,0
54470.cif,1
105640.cif,1
675619.cif,1
244721.cif,0
673737.cif,1
622376.cif,1
602130.cif,1
30848.cif,1
609018.cif,1
291730.cif,1
75441.cif,0
238938.cif,0
98244.cif,1
180409.cif,1
419760.cif,1
633202.cif,1
159366.cif,1
614639.cif,1
77405.cif,1
110679.cif,1
69476.cif,0
43010.cif,1
651070.cif,1
50210.cif,0
72304.cif,1
109810.cif,0
243501.cif,1
96739.cif,0
87251.cif,1
194596.cif,0
426384.cif,0
77001.cif,1
27146.cif,1
240092.cif,1
417481.cif,0
671493.cif,1
612383.cif,1
629979.cif,1
657368.cif,0
410920.cif,1
617956.cif,1
418898.cif,0
612335.cif,1
66484.cif,0
92466.cif,0
409978.cif,1
259144.cif,0
161103.cif,1
107073.cif,1
24669.cif,0
36214.cif,0
55492.cif,1
9655.cif,1
252526.cif,0
431011.cif,1
185643.cif,1
71554.cif,0
73582.cif,0
260894.cif,0
653443.cif,1
16072.cif,1
2371.cif,1
1201.cif,0
91129.cif,0
634938.cif,1
100785.cif,1
32744.cif,0
631024.cif,1
245981.cif,0
631150.cif,1
652793.cif,1
188270.cif,1
15598.cif,0
95361.cif,1
107502.cif,1
150314.cif,1
237863.cif,1
244411.cif,0
264083.cif,0
676300.cif,1
424097.cif,1
65970.cif,0
203131.cif,0
190794.cif,1
674013.cif,0
629625.cif,1
279643.cif,0
429456.cif,1
646432.cif,1
2358.cif,0
67241.cif,0
38076.cif,1
95775.cif,0
645339.cif,1
63543.cif,0
28442.cif,1
170062.cif,1
240746.cif,0
251865.cif,0
615260.cif,1
636584.cif,1
425861.cif,0
28277.cif,0
20634.cif,1
247044.cif,0
411831.cif,0
42.cif,0
391216.cif,0
188395.cif,0
255003.cif,0
39301.cif,0
617162.cif,1
198788.cif,1
167542.cif,0
2900.cif,1
86775.cif,0
240060.cif,1
54363.cif,1
181325.cif,0
670641.cif,1
614916.cif,1
653179.cif,1
168394.cif,0
182364.cif,1
417515.cif,1
422475.cif,0
432573.cif,0
48205.cif,1
74953.cif,0
58961.cif,1
676171.cif,1
72627.cif,0
432760.cif,1
252073.cif,0
109794.cif,0
91571.cif,0
253834.cif,1
1658.cif,0
2270.cif,0
15324.cif,0
645685.cif,1
43392.cif,0
61109.cif,1
185526.cif,0
391158.cif,0
656221.cif,1
32752.cif,0
253891.cif,0
251823.cif,1
676196.cif,1
240608.cif,0
44038.cif,1
10511.cif,1
171019.cif,0
608818.cif,1
657512.cif,1
674630.cif,1
170989.cif,0
265278.cif,0
190524.cif,0
237619.cif,0
163051.cif,0
202484.cif,1
636503.cif,1
15683.cif,1
658986.cif,0
633086.cif,1
20952.cif,1
1052.cif,0
640581.cif,1
238273.cif,0
63014.cif,1
671499.cif,1
85748.cif,1
14136.cif,0
72309.cif,0
47178.cif,0
79483.cif,1
25775.cif,1
181658.cif,1
64638.cif,0
675750.cif,1
416822.cif,0
61691.cif,1
411882.cif,1
250441.cif,0
99707.cif,0
419223.cif,1
609439.cif,1
80170.cif,0
150145.cif,1
200007.cif,0
642753.cif,1
433404.cif,0
74946.cif,0
675027.cif,1
647835.cif,1
27344.cif,1
68467.cif,0
202170.cif,0
90733.cif,0
411784.cif,0
409295.cif,1
109153.cif,0
57784.cif,1
630294.cif,1
600233.cif,1
68148.cif,1
240391.cif,1
412620.cif,0
616631.cif,1
675877.cif,0
202786.cif,0
16515.cif,1
634115.cif,1
657367.cif,0
658124.cif,1
74778.cif,0
3156.cif,0
2830.cif,0
651179.cif,1
646410.cif,1
110575.cif,1
61423.cif,1
94961.cif,1
608020.cif,1
281716.cif,0
100088.cif,0
606646.cif,1
608448.cif,1
39560.cif,0
6245.cif,0
76116.cif,1
52600.cif,1
652354.cif,1
26627.cif,1
107591.cif,1
608886.cif,1
249473.cif,1
637.cif,0
71085.cif,0
95777.cif,1
8051.cif,0
32020.cif,1
172987.cif,0
163453.cif,1
173173.cif,1
51436.cif,1
263900.cif,0
36639.cif,1
25743.cif,1
49014.cif,1
93745.cif,0
428737.cif,0
183178.cif,1
105155.cif,1
165563.cif,0
37422.cif,1
416032.cif,0
646128.cif,1
59382.cif,0
3381.cif,0
82283.cif,0
639860.cif,1
77786.cif,1
653216.cif,1
260984.cif,1
401724.cif,0
411503.cif,1
43597.cif,0
54853.cif,1
638277.cif,1
639079.cif,1
401834.cif,0
166387.cif,1
281779.cif,0
433886.cif,0
12110.cif,0
74706.cif,0
50652.cif,0
604753.cif,1
27569.cif,1
640383.cif,1
86246.cif,0
426847.cif,1
280746.cif,0
44037.cif,1
15391.cif,0
239362.cif,1
9114.cif,1
610361.cif,1
50089.cif,1
69972.cif,0
202883.cif,0
29062.cif,1
257128.cif,0
88070.cif,1
83629.cif,0
41732.cif,0
79598.cif,1
202779.cif,0
433268.cif,1
52380.cif,1
24334.cif,0
108171.cif,1
649109.cif,1
635853.cif,1
59381.cif,0
62279.cif,0
245983.cif,0
22504.cif,0
280103.cif,0
623562.cif,1
615231.cif,1
420085.cif,1
103020.cif,1
14029.cif,0
65549.cif,1
675816.cif,1
173561.cif,0
59635.cif,0
414342.cif,1
424054.cif,0
41177.cif,0
56167.cif,1
196464.cif,0
27312.cif,1
257938.cif,1
16442.cif,0
77039.cif,1
189252.cif,0
637435.cif,1
195737.cif,1
418998.cif,0
240220.cif,0
291026.cif,1
609767.cif,1
50211.cif,0
8083.cif,0
412041.cif,0
106316.cif,1
89995.cif,0
88014.cif,0
656076.cif,1
671426.cif,0
411666.cif,0
103789.cif,1
110014.cif,0
410997.cif,1
673994.cif,0
185377.cif,1
634237.cif,1
59987.cif,1
14196.cif,0
425704.cif,0
603152.cif,1
652302.cif,1
79726.cif,0
151278.cif,0
240749.cif,0
650680.cif,1
422676.cif,0
87141.cif,1
56052.cif,1
34944.cif,0
172510.cif,0
601528.cif,1
102071.cif,1
619542.cif,0
280395.cif,0
673797.cif,1
629898.cif,1
638568.cif,1
96197.cif,1
74976.cif,0
615353.cif,1
200875.cif,0
425260.cif,1
38125.cif,0
249508.cif,0
263753.cif,0
654854.cif,1
433291.cif,0
55881.cif,0
635567.cif,1
241125.cif,0
39117.cif,0
85680.cif,1
52300.cif,1
98972.cif,1
162253.cif,1
81841.cif,1
629268.cif,1
183295.cif,0
657452.cif,1
236354.cif,1
200640.cif,0
633115.cif,1
58581.cif,1
109268.cif,1
607400.cif,1
243805.cif,0
110007.cif,0
606488.cif,1
192735.cif,0
55803.cif,1
68855.cif,1
195775.cif,1
247861.cif,0
90109.cif,0
9897.cif,0
672884.cif,1
257788.cif,0
652588.cif,1
649677.cif,1
161762.cif,1
185905.cif,0
24962.cif,0
637622.cif,0
84931.cif,1
602179.cif,1
82246.cif,1
420120.cif,0
81176.cif,1
404724.cif,1
420492.cif,1
648021.cif,1
411999.cif,0
63518.cif,0
642461.cif,1
92155.cif,0
624311.cif,1
52616.cif,1
623675.cif,1
421738.cif,0
673659.cif,1
81562.cif,1
109792.cif,0
40758.cif,1
68806.cif,0
256787.cif,0
2790.cif,1
406358.cif,0
641632.cif,1
99615.cif,0
247661.cif,1
607952.cif,1
62483.cif,0
26490.cif,0
38325.cif,0
79912.cif,1
161165.cif,0
650324.cif,1
27542.cif,1
414687.cif,0
174266.cif,1
629399.cif,1
35402.cif,0
52791.cif,1
422408.cif,0
3105.cif,0
620758.cif,1
186682.cif,1
168676.cif,1
423993.cif,0
92038.cif,0
37107.cif,0
629296.cif,1
105623.cif,1
183948.cif,0
75977.cif,0
94280.cif,0
245455.cif,0
4610.cif,0
281126.cif,1
63001.cif,0
183523.cif,1
676230.cif,1
5231.cif,0
637296.cif,1
33713.cif,1
249137.cif,0
79352.cif,0
27188.cif,1
676215.cif,1
77070.cif,0
248205.cif,0
35485.cif,1
264019.cif,0
9004.cif,0
671138.cif,1
617973.cif,1
27437.cif,1
25565.cif,0
36237.cif,0
280682.cif,1
422348.cif,0
87181.cif,1
60002.cif,0
636432.cif,1
166197.cif,1
410401.cif,1
188109.cif,1
100462.cif,0
240259.cif,0
201258.cif,1
613222.cif,1
602100.cif,1
10266.cif,0
421260.cif,0
203142.cif,1
23791.cif,1
622695.cif,1
42987.cif,1
56602.cif,1
649648.cif,1
658727.cif,0
237219.cif,0
39405.cif,0
603496.cif,1
190782.cif,1
36079.cif,0
168835.cif,1
673792.cif,1
674729.cif,1
31567.cif,1
658839.cif,1
41932.cif,1
247458.cif,0
203170.cif,0
633100.cif,1
414515.cif,1
44660.cif,1
53511.cif,1
420480.cif,0
675081.cif,1
659047.cif,1
200472.cif,1
84755.cif,0
3096.cif,0
202115.cif,0
74970.cif,1
260992.cif,1
675790.cif,1
37172.cif,0
90941.cif,0
78916.cif,0
164652.cif,0
411980.cif,1
652984.cif,1
649743.cif,1
300271.cif,1
73306.cif,0
190160.cif,1
59921.cif,0
69622.cif,0
40388.cif,0
672274.cif,1
608144.cif,1
152622.cif,1
240729.cif,0
183455.cif,1
256097.cif,0
152391.cif,0
609974.cif,1
110512.cif,0
412324.cif,0
425638.cif,0
673599.cif,1
416635.cif,0
629186.cif,1
27163.cif,0
39310.cif,0
22130.cif,0
161377.cif,1
99222.cif,1
624636.cif,1
411837.cif,0
86043.cif,1
99386.cif,0
622678.cif,1
25396.cif,1
255357.cif,0
601915.cif,1
81227.cif,1
280349.cif,0
43078.cif,0
415762.cif,0
264956.cif,0
251684.cif,1
425288.cif,1
95838.cif,0
674078.cif,0
237514.cif,1
639794.cif,1
75503.cif,0
74640.cif,0
670584.cif,1
613541.cif,1
422937.cif,0
169347.cif,0
4048.cif,0
24309.cif,0
195177.cif,1
23411.cif,1
3183.cif,0
249718.cif,0
79143.cif,0
193328.cif,1
91750.cif,1
65978.cif,0
290784.cif,1
640757.cif,1
41047.cif,1
240202.cif,1
58658.cif,1
611914.cif,1
191356.cif,1
645752.cif,1
675940.cif,1
94014.cif,1
640163.cif,1
416512.cif,1
427046.cif,0
420643.cif,0
52848.cif,1
36398.cif,0
600702.cif,1
15833.cif,1
427409.cif,0
652952.cif,1
670175.cif,1
165821.cif,1
98520.cif,1
151230.cif,0
83220.cif,0
202818.cif,0
193820.cif,1
154523.cif,1
16320.cif,1
263616.cif,0
51658.cif,1
419627.cif,0
604336.cif,1
34520.cif,1
621399.cif,1
172448.cif,0
159304.cif,1
611709.cif,1
76359.cif,1
52760.cif,1
193182.cif,1
200921.cif,0
924.cif,0
658140.cif,1
600218.cif,1
426002.cif,0
39436.cif,0
95209.cif,1
670545.cif,0
635456.cif,1
85730.cif,0
236326.cif,0
248547.cif,1
200042.cif,0
173952.cif,1
195590.cif,0
80909.cif,0
43245.cif,1
616452.cif,1
171623.cif,0
649134.cif,1
187987.cif,1
21008.cif,1
60794.cif,1
671340.cif,1
108259.cif,1
47114.cif,0
626114.cif,1
257789.cif,0
613352.cif,1
170801.cif,0
36023.cif,0
195765.cif,1
130035.cif,1
261893.cif,0
638898.cif,1
52280.cif,0
108710.cif,1
262728.cif,0
602608.cif,1
674176.cif,1
414514.cif,1
241883.cif,0
168233.cif,1
254503.cif,0
169093.cif,1
173551.cif,1
616660.cif,1
65664.cif,0
420127.cif,0
188742.cif,1
656387.cif,1
433343.cif,0
72987.cif,1
252510.cif,0
170257.cif,0
614946.cif,1
28388.cif,0
642866.cif,1
95115.cif,0
86753.cif,1
639638.cif,1
200772.cif,0
167549.cif,0
61107.cif,1
27195.cif,0
281769.cif,0
163027.cif,0
626799.cif,1
32536.cif,0
3103.cif,0
260887.cif,0
108728.cif,1
640746.cif,1
197873.cif,1
110366.cif,0
413763.cif,0
172067.cif,0
641004.cif,1
107526.cif,1
26962.cif,0
77319.cif,1
33533.cif,0
675785.cif,1
641683.cif,1
75255.cif,0
9358.cif,0
107572.cif,1
429738.cif,0
630967.cif,1
28483.cif,0
256362.cif,0
58406.cif,1
262367.cif,1
244689.cif,0
631097.cif,1
2392.cif,0
248550.cif,1
107305.cif,1
672404.cif,1
153548.cif,1
624292.cif,1
248706.cif,0
249728.cif,0
96246.cif,1
429757.cif,0
264648.cif,0
415692.cif,1
613422.cif,1
634564.cif,1
609066.cif,1
180873.cif,1
95651.cif,0
28984.cif,1
2015.cif,0
409339.cif,0
675969.cif,1
61203.cif,0
247779.cif,0
649636.cif,1
640872.cif,1
281508.cif,0
39398.cif,0
88184.cif,1
642207.cif,1
250050.cif,1
644276.cif,1
613658.cif,1
200099.cif,1
249510.cif,0
76822.cif,1
188764.cif,0
20453.cif,1
642090.cif,1
159923.cif,0
673532.cif,1
674069.cif,0
657165.cif,1
85876.cif,1
240725.cif,0
190544.cif,1
430305.cif,0
391103.cif,1
58346.cif,1
411683.cif,0
161678.cif,0
44513.cif,0
69578.cif,0
675438.cif,1
649049.cif,1
640251.cif,1
50088.cif,0
416965.cif,0
53460.cif,1
237540.cif,0
9328.cif,0
670308.cif,1
263420.cif,0
650376.cif,1
612361.cif,1
4421.cif,1
604202.cif,1
676246.cif,1
410400.cif,1
237060.cif,0
27658.cif,0
674788.cif,0
658886.cif,1
2163.cif,0
634721.cif,1
425332.cif,1
156018.cif,1
104201.cif,1
415431.cif,0
608511.cif,1
256206.cif,0
48209.cif,0
163056.cif,0
43514.cif,1
15247.cif,1
673664.cif,1
428045.cif,0
400552.cif,0
603627.cif,1
100841.cif,0
83677.cif,0
237025.cif,1
77164.cif,1
29020.cif,1
19011.cif,0
73958.cif,0
67147.cif,1
4237.cif,0
635182.cif,1
181657.cif,1
62232.cif,0
46194.cif,1
639277.cif,1
636899.cif,1
641002.cif,1
24335.cif,1
431967.cif,1
77446.cif,1
245136.cif,1
611730.cif,1
646857.cif,1
676321.cif,1
429855.cif,0
426150.cif,1
59348.cif,0
247170.cif,1
632686.cif,1
639707.cif,1
102092.cif,1
656590.cif,1
431167.cif,0
674821.cif,1
92918.cif,0
59577.cif,1
6031.cif,1
37072.cif,0
58787.cif,1
652550.cif,1
402643.cif,1
57003.cif,1
238790.cif,0
